date,user_id,username,product_name,quantity,status
2024-09-10 00:03:28,687965741,EugeneBorov,"Сік ""Мультифрукт"" 2л",1,confirmed
2024-09-10 00:09:41,687965741,crymeph,"Пиво ""Нефільтроване"" 0.5 скло",1,rejected
2024-09-10 00:11:51,687965741,EugeneBorov,"Сік ""Мультифрукт"" 2л",1,confirmed
2024-09-10 00:14:48,687965741,EugeneBorov,"Пиво ""Нефільтроване"" 0.5 скло",1,rejected
687965741,@EugeneBorov,"Пиво ""Закарпатське"" 0.5",1,confirmed
687965741,@EugeneBorov,"Чіпси ""Сметана та цибуля""",1,rejected
687965741,@EugeneBorov,"Пиво ""Закарпатське"" 0.5",1,confirmed
687965741,@EugeneBorov,"Чіпси ""Сметана та цибуля""",1,rejected
687965741,@EugeneBorov,"Чіпси ""Сметана та цибуля""",1,rejected
